"filename", "language", "Ignore", "JSON with Comments", "MS SQL", "JavaScript", "JSON", "Markdown", "HTML", "YAML", "JavaScript JSX", "Docker", "CSV", "CSS", "Properties", "XML", "comment", "blank", "total"
"c:\Ministerra\frontend\public\icons\types\SVG\2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 1, 77
"c:\Ministerra\frontend\public\icons\types\SVG\3.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 1, 85
"c:\Ministerra\frontend\public\icons\types\SVG\4.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 281, 0, 1, 282
"c:\Ministerra\frontend\public\icons\types\SVG\5.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 500, 0, 1, 501
"c:\Ministerra\frontend\public\icons\types\SVG\6.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 0, 1, 196
"c:\Ministerra\frontend\public\icons\types\SVG\7.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 1, 89
"c:\Ministerra\frontend\public\icons\types\SVG\8.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 1, 143
"c:\Ministerra\frontend\public\icons\types\SVG\9.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 1, 69
"c:\Ministerra\frontend\sources.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 310, 0, 0, 0, 0, 0, 7, 15, 332
"c:\Ministerra\frontend\src\App.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 0, 36, 32, 299
"c:\Ministerra\frontend\src\LoaderFunctions.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 21, 24, 156
"c:\Ministerra\frontend\src\Router.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 1, 4, 73
"c:\Ministerra\frontend\src\WORKING.JSX", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 9, 109
"c:\Ministerra\frontend\src\comp\Basics.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 6, 9, 106
"c:\Ministerra\frontend\src\comp\BsChangeHomeView.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 1, 40
"c:\Ministerra\frontend\src\comp\BsContView.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 4, 85
"c:\Ministerra\frontend\src\comp\BsDynamic.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 5, 65
"c:\Ministerra\frontend\src\comp\CatFilter.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 3, 7, 90
"c:\Ministerra\frontend\src\comp\ChatSetup.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 389, 0, 0, 0, 0, 0, 4, 5, 398
"c:\Ministerra\frontend\src\comp\ChatsList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 7, 14, 173
"c:\Ministerra\frontend\src\comp\Comment.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 8, 14, 190
"c:\Ministerra\frontend\src\comp\Content.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 278, 0, 0, 0, 0, 0, 29, 26, 333
"c:\Ministerra\frontend\src\comp\ContentIndis.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 5, 7, 109
"c:\Ministerra\frontend\src\comp\DateTimePicker.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 397, 0, 0, 0, 0, 0, 38, 27, 462
"c:\Ministerra\frontend\src\comp\Discussion.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 252, 0, 0, 0, 0, 0, 22, 26, 300
"c:\Ministerra\frontend\src\comp\EmptyDiv.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Ministerra\frontend\src\comp\EntranceForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 687, 0, 0, 0, 0, 0, 39, 40, 766
"c:\Ministerra\frontend\src\comp\ErrorBoundary.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 7, 10, 78
"c:\Ministerra\frontend\src\comp\EventBadges.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 4, 5, 44
"c:\Ministerra\frontend\src\comp\EventCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 294, 0, 0, 0, 0, 0, 20, 19, 333
"c:\Ministerra\frontend\src\comp\EventHeaderImage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 5, 6, 78
"c:\Ministerra\frontend\src\comp\FavexAreas.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 1, 3, 185
"c:\Ministerra\frontend\src\comp\FavexSearch.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 7, 10, 89
"c:\Ministerra\frontend\src\comp\Filter.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 8, 12, 142
"c:\Ministerra\frontend\src\comp\GenderAge.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 5, 6, 85
"c:\Ministerra\frontend\src\comp\Groups.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 323, 0, 0, 0, 0, 0, 9, 2, 334
"c:\Ministerra\frontend\src\comp\HeaderImage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 4, 7, 85
"c:\Ministerra\frontend\src\comp\History.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 6, 12, 146
"c:\Ministerra\frontend\src\comp\ImageCropper.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 412, 0, 0, 0, 0, 0, 51, 67, 530
"c:\Ministerra\frontend\src\comp\Indicators.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 4, 7, 75
"c:\Ministerra\frontend\src\comp\IntersPrivsButtons.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 10, 17, 184
"c:\Ministerra\frontend\src\comp\Invitations.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 194, 0, 0, 0, 0, 0, 12, 15, 221
"c:\Ministerra\frontend\src\comp\LocationPicker.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 345, 0, 0, 0, 0, 0, 15, 35, 395
"c:\Ministerra\frontend\src\comp\LogoAndMenu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 202, 0, 0, 0, 0, 0, 22, 27, 251
"c:\Ministerra\frontend\src\comp\Map.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 472, 0, 0, 0, 0, 0, 24, 54, 550
"c:\Ministerra\frontend\src\comp\Masonry.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 12, 19, 184
"c:\Ministerra\frontend\src\comp\MenuStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 1, 6, 64
"c:\Ministerra\frontend\src\comp\OpenedChat.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 375, 0, 0, 0, 0, 0, 21, 33, 429
"c:\Ministerra\frontend\src\comp\Personals.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 7, 9, 96
"c:\Ministerra\frontend\src\comp\QuickFriendly.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 5, 8, 133
"c:\Ministerra\frontend\src\comp\RateAwards.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 4, 12, 163
"c:\Ministerra\frontend\src\comp\SecEveButtons.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 3, 23
"c:\Ministerra\frontend\src\comp\Sherlock.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 5, 8, 79
"c:\Ministerra\frontend\src\comp\SimpleProtocol.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 15, 18, 233
"c:\Ministerra\frontend\src\comp\SortMenu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 4, 50
"c:\Ministerra\frontend\src\comp\TextArea.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 224, 0, 0, 0, 0, 0, 3, 19, 246
"c:\Ministerra\frontend\src\comp\UserCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 350, 0, 0, 0, 0, 0, 24, 21, 395
"c:\Ministerra\frontend\src\comp\bottomMenu\Alerts.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 252, 0, 0, 0, 0, 0, 5, 22, 279
"c:\Ministerra\frontend\src\comp\bottomMenu\Chats\Chat.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 432, 0, 0, 0, 0, 0, 41, 57, 530
"c:\Ministerra\frontend\src\comp\bottomMenu\Chats\chatSetupLogic.js", "JavaScript", 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 116
"c:\Ministerra\frontend\src\comp\bottomMenu\Chats\quickActions.js", "JavaScript", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 48
"c:\Ministerra\frontend\src\comp\bottomMenu\Chats\useChat.js", "JavaScript", 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 21, 201
"c:\Ministerra\frontend\src\comp\bottomMenu\Gallery\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 451, 0, 0, 0, 0, 0, 42, 36, 529
"c:\Ministerra\frontend\src\comp\bottomMenu\Gallery\updateGalleryArrays.js", "JavaScript", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 69
"c:\Ministerra\frontend\src\comp\bottomMenu\Menu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 7, 61
"c:\Ministerra\frontend\src\comp\bottomMenu\Search.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 331, 0, 0, 0, 0, 0, 29, 30, 390
"c:\Ministerra\frontend\src\comp\contentStrips\AlertStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 222, 0, 0, 0, 0, 0, 9, 15, 246
"c:\Ministerra\frontend\src\comp\contentStrips\ChatStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 11, 11, 117
"c:\Ministerra\frontend\src\comp\contentStrips\EventStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 8, 11, 161
"c:\Ministerra\frontend\src\comp\contentStrips\MessageStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 13, 10, 138
"c:\Ministerra\frontend\src\comp\contentStrips\UserStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 0, 0, 11, 14, 261
"c:\Ministerra\frontend\src\comp\menuStrips\AlertMenuStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 209, 0, 0, 0, 0, 0, 4, 15, 228
"c:\Ministerra\frontend\src\comp\menuStrips\ChatMenuStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 2, 9, 96
"c:\Ministerra\frontend\src\comp\menuStrips\ChatsListMenuStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 5, 19
"c:\Ministerra\frontend\src\comp\menuStrips\EveMenuStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 265, 0, 0, 0, 0, 0, 20, 21, 306
"c:\Ministerra\frontend\src\comp\menuStrips\MessMenuStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 1, 8, 52
"c:\Ministerra\frontend\src\comp\menuStrips\UserMenuStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 7, 14, 171
"c:\Ministerra\frontend\src\comp\menuStrips\helpers.js", "JavaScript", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 49
"c:\Ministerra\frontend\src\comp\menuStrips\stripButtonsJSX.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 2, 7, 108
"c:\Ministerra\frontend\src\contexts\ErrorContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 14, 60
"c:\Ministerra\frontend\src\contexts\globalContext.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 8
"c:\Ministerra\frontend\src\css\FluiDesign.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3150, 0, 0, 5, 50, 3205
"c:\Ministerra\frontend\src\css\SpacingElements.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 833, 0, 0, 1, 44, 878
"c:\Ministerra\frontend\src\css\VisualClasses.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1008, 0, 0, 18, 124, 1150
"c:\Ministerra\frontend\src\css\VisualClasses_backup.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1680, 0, 0, 22, 200, 1902
"c:\Ministerra\frontend\src\hooks\socketIO\README.md", "Markdown", 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 192
"c:\Ministerra\frontend\src\hooks\socketIO\alertsHandlers.js", "JavaScript", 0, 0, 0, 279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 28, 327
"c:\Ministerra\frontend\src\hooks\socketIO\chatsHandlers.js", "JavaScript", 0, 0, 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25, 253
"c:\Ministerra\frontend\src\hooks\socketIO\socketHandlers.js", "JavaScript", 0, 0, 0, 337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 379
"c:\Ministerra\frontend\src\hooks\socketIO\transport.js", "JavaScript", 0, 0, 0, 608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 78, 688
"c:\Ministerra\frontend\src\hooks\useCentralFlex.js", "JavaScript", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 54
"c:\Ministerra\frontend\src\hooks\useCommentsMan.js", "JavaScript", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 57
"c:\Ministerra\frontend\src\hooks\useErrorsMan.js", "JavaScript", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 75
"c:\Ministerra\frontend\src\hooks\useFadeIn.js", "JavaScript", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Ministerra\frontend\src\hooks\useLinksAndBlocks.js", "JavaScript", 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 121
"c:\Ministerra\frontend\src\hooks\useMasonResize.js", "JavaScript", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 40
"c:\Ministerra\frontend\src\hooks\useScrollDir.js", "JavaScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Ministerra\frontend\src\hooks\useSocketIO.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 7
"c:\Ministerra\frontend\src\hooks\useToast.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 4, 14, 77
"c:\Ministerra\frontend\src\loaders\editorLoader.js", "JavaScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 29
"c:\Ministerra\frontend\src\loaders\eventLoader.js", "JavaScript", 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 103
"c:\Ministerra\frontend\src\loaders\foundationLoader.js", "JavaScript", 0, 0, 0, 293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 30, 324
"c:\Ministerra\frontend\src\loaders\setupLoader.js", "JavaScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 18
"c:\Ministerra\frontend\src\mainSections\AdvancedSetup.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 319, 0, 0, 0, 0, 0, 14, 27, 360
"c:\Ministerra\frontend\src\mainSections\Editor.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 548, 0, 0, 0, 0, 0, 45, 43, 636
"c:\Ministerra\frontend\src\mainSections\Entrance.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Ministerra\frontend\src\mainSections\Event.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 16, 22, 229
"c:\Ministerra\frontend\src\mainSections\Foundation.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 13, 7, 92
"c:\Ministerra\frontend\src\mainSections\Home.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 363, 0, 0, 0, 0, 0, 44, 38, 445
"c:\Ministerra\frontend\src\mainSections\ProfileSetup.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 7, 9, 123
"c:\Ministerra\frontend\src\mainSections\Setup.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 245, 0, 0, 0, 0, 0, 17, 26, 288
"c:\Ministerra\frontend\src\utils\getToken.js", "JavaScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 19
"c:\Ministerra\frontend\src\utils\locationUtils.js", "JavaScript", 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 150
"c:\Ministerra\frontend\src\utils\userProfileUtils.js", "JavaScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 40
"c:\Ministerra\frontend\src\variables.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 27
"c:\Ministerra\frontend\vite.config.js", "JavaScript", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 53
"c:\Ministerra\frontend\vite.config.js.timestamp-1699023498311-16bd62249686c.mjs", "JavaScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 15
"c:\Ministerra\frontend\workers\forageSetWorker.js", "JavaScript", 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 177
"c:\Ministerra\package-lock.json", "JSON", 0, 0, 0, 0, 388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 389
"c:\Ministerra\package.json", "JSON", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Ministerra\scripts\docker-clean.js", "JavaScript", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17, 112
"c:\Ministerra\test_extraction.js", "JavaScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 39
"Total", "-", 0, 72, 16, 15554, 17194, 2476, 17, 1091, 14655, 36, 784, 6671, 63, 2088, 2134, 4792, 67643
