"filename", "language", "Markdown", "JSON", "JSON with Comments", "MS SQL", "Ignore", "JavaScript", "YAML", "Docker", "JavaScript JSX", "CSV", "HTML", "CSS", "Properties", "XML", "comment", "blank", "total"
"c:\Ministerra\backend\writeFailures\chatsLastMessage_chatsLastMessage_non-retriable_0_2025-12-20T23-41-57-175Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-11-09T04-24-45-254Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-11-11T23-33-03-799Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-11-12T01-04-20-051Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-11-12T01-58-37-879Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-11-13T21-08-37-381Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-11-13T21-12-42-059Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-11-20T18-56-33-720Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-11-30T01-08-04-880Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-11-30T01-19-41-066Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-11-30T05-26-05-293Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-11-30T19-26-34-553Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-11-30T21-10-02-194Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-12-01T03-50-42-714Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-12-02T18-12-30-315Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\backend\writeFailures\userInteractions_eve_stats_non-retriable_0_2025-12-02T18-12-37-314Z.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\database_migration_idempotency.sql", "MS SQL", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 18, 114
"c:\Ministerra\frontend\.VSCodeCounter\2024-09-08_08-58-49\details.md", "Markdown", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 89
"c:\Ministerra\frontend\.VSCodeCounter\2024-09-08_08-58-49\diff-details.md", "Markdown", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 62
"c:\Ministerra\frontend\.VSCodeCounter\2024-09-08_08-58-49\diff.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 49
"c:\Ministerra\frontend\.VSCodeCounter\2024-09-08_08-58-49\diff.md", "Markdown", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34
"c:\Ministerra\frontend\.VSCodeCounter\2024-09-08_08-58-49\results.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 76
"c:\Ministerra\frontend\.VSCodeCounter\2024-09-08_08-58-49\results.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\frontend\.VSCodeCounter\2024-09-08_08-58-49\results.md", "Markdown", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 39
"c:\Ministerra\frontend\.VSCodeCounter\2024-10-09_18-13-22\details.md", "Markdown", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 92
"c:\Ministerra\frontend\.VSCodeCounter\2024-10-09_18-13-22\diff-details.md", "Markdown", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 73
"c:\Ministerra\frontend\.VSCodeCounter\2024-10-09_18-13-22\diff.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 60
"c:\Ministerra\frontend\.VSCodeCounter\2024-10-09_18-13-22\diff.md", "Markdown", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34
"c:\Ministerra\frontend\.VSCodeCounter\2024-10-09_18-13-22\results.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 79
"c:\Ministerra\frontend\.VSCodeCounter\2024-10-09_18-13-22\results.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\frontend\.VSCodeCounter\2024-10-09_18-13-22\results.md", "Markdown", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 39
"c:\Ministerra\frontend\.VSCodeCounter\2025-01-01_01-53-44\details.md", "Markdown", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 123
"c:\Ministerra\frontend\.VSCodeCounter\2025-01-01_01-53-44\diff-details.md", "Markdown", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 133
"c:\Ministerra\frontend\.VSCodeCounter\2025-01-01_01-53-44\diff.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 120
"c:\Ministerra\frontend\.VSCodeCounter\2025-01-01_01-53-44\diff.md", "Markdown", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"c:\Ministerra\frontend\.VSCodeCounter\2025-01-01_01-53-44\results.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 110
"c:\Ministerra\frontend\.VSCodeCounter\2025-01-01_01-53-44\results.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\frontend\.VSCodeCounter\2025-01-01_01-53-44\results.md", "Markdown", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"c:\Ministerra\frontend\.VSCodeCounter\2025-03-04_00-59-40\details.md", "Markdown", 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 125
"c:\Ministerra\frontend\.VSCodeCounter\2025-03-04_00-59-40\diff-details.md", "Markdown", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 77
"c:\Ministerra\frontend\.VSCodeCounter\2025-03-04_00-59-40\diff.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 64
"c:\Ministerra\frontend\.VSCodeCounter\2025-03-04_00-59-40\diff.md", "Markdown", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 36
"c:\Ministerra\frontend\.VSCodeCounter\2025-03-04_00-59-40\results.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 112
"c:\Ministerra\frontend\.VSCodeCounter\2025-03-04_00-59-40\results.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\frontend\.VSCodeCounter\2025-03-04_00-59-40\results.md", "Markdown", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"c:\Ministerra\frontend\.VSCodeCounter\2025-03-04_01-00-40\details.md", "Markdown", 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 125
"c:\Ministerra\frontend\.VSCodeCounter\2025-03-04_01-00-40\diff-details.md", "Markdown", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15
"c:\Ministerra\frontend\.VSCodeCounter\2025-03-04_01-00-40\diff.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\Ministerra\frontend\.VSCodeCounter\2025-03-04_01-00-40\diff.md", "Markdown", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19
"c:\Ministerra\frontend\.VSCodeCounter\2025-03-04_01-00-40\results.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 112
"c:\Ministerra\frontend\.VSCodeCounter\2025-03-04_01-00-40\results.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Ministerra\frontend\.VSCodeCounter\2025-03-04_01-00-40\results.md", "Markdown", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"c:\Ministerra\frontend\.eslintrc.json", "JSON with Comments", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"c:\Ministerra\frontend\.github\workflows\development.yml", "YAML", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 10, 60
"c:\Ministerra\frontend\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 4, 7, 32
"c:\Ministerra\frontend\TODO.md", "Markdown", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 77
"c:\Ministerra\frontend\cssHelpers\README.md", "Markdown", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 96
"c:\Ministerra\frontend\cssHelpers\analyze_classes.js", "JavaScript", 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 13, 24, 106
"c:\Ministerra\frontend\cssHelpers\clean_css.js", "JavaScript", 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 20, 29, 174
"c:\Ministerra\frontend\cssHelpers\post_process_css.js", "JavaScript", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 59
"c:\Ministerra\frontend\eslint.config.js", "JavaScript", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 49
"c:\Ministerra\frontend\helpers.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 840, 0, 0, 0, 0, 0, 92, 92, 1024
"c:\Ministerra\frontend\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"c:\Ministerra\frontend\nodemon.json", "JSON", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"c:\Ministerra\frontend\package-lock.json", "JSON", 0, 6168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6169
"c:\Ministerra\frontend\package.json", "JSON", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52
"c:\Ministerra\frontend\public\icons\types\SVG\0.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 1, 155
"c:\Ministerra\frontend\public\icons\types\SVG\1.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 1, 91
"c:\Ministerra\frontend\public\icons\types\SVG\10.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 1, 122
"c:\Ministerra\frontend\public\icons\types\SVG\11.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 1, 49
"c:\Ministerra\frontend\public\icons\types\SVG\12.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 1, 26
"c:\Ministerra\frontend\public\icons\types\SVG\13.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 1, 85
"c:\Ministerra\frontend\public\icons\types\SVG\14.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 1, 133
"c:\Ministerra\frontend\public\icons\types\SVG\2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 1, 77
"c:\Ministerra\frontend\public\icons\types\SVG\3.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 1, 85
"c:\Ministerra\frontend\public\icons\types\SVG\4.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 281, 0, 1, 282
"c:\Ministerra\frontend\public\icons\types\SVG\5.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 500, 0, 1, 501
"c:\Ministerra\frontend\public\icons\types\SVG\6.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 0, 1, 196
"c:\Ministerra\frontend\public\icons\types\SVG\7.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 1, 89
"c:\Ministerra\frontend\public\icons\types\SVG\8.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 1, 143
"c:\Ministerra\frontend\public\icons\types\SVG\9.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 1, 69
"c:\Ministerra\frontend\sources.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 491, 0, 0, 0, 0, 0, 9, 17, 517
"c:\Ministerra\frontend\src\App.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 222, 0, 0, 0, 0, 0, 41, 19, 282
"c:\Ministerra\frontend\src\LoaderFunctions.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 14, 12, 123
"c:\Ministerra\frontend\src\Router.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 15, 6, 89
"c:\Ministerra\frontend\src\WORKING.JSX", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 9, 109
"c:\Ministerra\frontend\src\comp\Basics.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 17, 8, 87
"c:\Ministerra\frontend\src\comp\BsChangeHomeView.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 12, 3, 57
"c:\Ministerra\frontend\src\comp\BsContView.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 16, 6, 124
"c:\Ministerra\frontend\src\comp\BsDynamic.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 12, 6, 82
"c:\Ministerra\frontend\src\comp\CatFilter.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 20, 8, 124
"c:\Ministerra\frontend\src\comp\ChatSetup.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 235, 0, 0, 0, 0, 0, 21, 17, 273
"c:\Ministerra\frontend\src\comp\ChatsList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 19, 15, 198
"c:\Ministerra\frontend\src\comp\Comment.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 11, 8, 188
"c:\Ministerra\frontend\src\comp\Content.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 17, 14, 178
"c:\Ministerra\frontend\src\comp\ContentIndis.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 7, 6, 108
"c:\Ministerra\frontend\src\comp\DateTimePicker.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 393, 0, 0, 0, 0, 0, 46, 26, 465
"c:\Ministerra\frontend\src\comp\Discussion.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0, 31, 23, 342
"c:\Ministerra\frontend\src\comp\EmptyDiv.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 4, 2, 12
"c:\Ministerra\frontend\src\comp\EntranceForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 767, 0, 0, 0, 0, 0, 48, 47, 862
"c:\Ministerra\frontend\src\comp\ErrorBoundary.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 14, 11, 82
"c:\Ministerra\frontend\src\comp\ErrorPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 11, 13, 215
"c:\Ministerra\frontend\src\comp\EveActionsBs.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 2, 6, 35
"c:\Ministerra\frontend\src\comp\EventBadges.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 7, 8, 79
"c:\Ministerra\frontend\src\comp\EventCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 346, 0, 0, 0, 0, 0, 45, 25, 416
"c:\Ministerra\frontend\src\comp\EventFeedbackProtocol.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 456, 0, 0, 0, 0, 0, 53, 30, 539
"c:\Ministerra\frontend\src\comp\EventHeaderImage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 5, 7, 83
"c:\Ministerra\frontend\src\comp\FavexAreas.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 1, 3, 188
"c:\Ministerra\frontend\src\comp\FavexSearch.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 7, 10, 89
"c:\Ministerra\frontend\src\comp\Filter.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 9, 13, 149
"c:\Ministerra\frontend\src\comp\GenderAge.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 5, 5, 83
"c:\Ministerra\frontend\src\comp\Groups.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 9, 4, 167
"c:\Ministerra\frontend\src\comp\HeaderImage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 4, 7, 81
"c:\Ministerra\frontend\src\comp\History.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 23, 16, 166
"c:\Ministerra\frontend\src\comp\ImageCropper.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 399, 0, 0, 0, 0, 0, 50, 66, 515
"c:\Ministerra\frontend\src\comp\Indicators.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 4, 7, 76
"c:\Ministerra\frontend\src\comp\IntersPrivsButtons.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 12, 16, 204
"c:\Ministerra\frontend\src\comp\Invitations.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 0, 0, 3, 16, 258
"c:\Ministerra\frontend\src\comp\LocationPicker.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 390, 0, 0, 0, 0, 0, 20, 40, 450
"c:\Ministerra\frontend\src\comp\LogoAndMenu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 0, 0, 0, 16, 17, 271
"c:\Ministerra\frontend\src\comp\Map.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 336, 0, 0, 0, 0, 0, 55, 58, 449
"c:\Ministerra\frontend\src\comp\Masonry.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 23, 20, 183
"c:\Ministerra\frontend\src\comp\MenuStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 3, 6, 102
"c:\Ministerra\frontend\src\comp\OpenedChat.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 489, 0, 0, 0, 0, 0, 45, 41, 575
"c:\Ministerra\frontend\src\comp\Personals.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 7, 9, 94
"c:\Ministerra\frontend\src\comp\QuickFriendly.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 3, 6, 142
"c:\Ministerra\frontend\src\comp\RateAwards.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 10, 11, 157
"c:\Ministerra\frontend\src\comp\Sherlock.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 11, 9, 104
"c:\Ministerra\frontend\src\comp\SimpleProtocol.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 215, 0, 0, 0, 0, 0, 16, 20, 251
"c:\Ministerra\frontend\src\comp\SortMenu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 4, 54
"c:\Ministerra\frontend\src\comp\TextArea.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 0, 0, 3, 21, 263
"c:\Ministerra\frontend\src\comp\TimesFilter.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 16, 43
"c:\Ministerra\frontend\src\comp\UserCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 356, 0, 0, 0, 0, 0, 47, 26, 429
"c:\Ministerra\frontend\src\comp\bottomMenu\Alerts.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0, 31, 28, 340
"c:\Ministerra\frontend\src\comp\bottomMenu\Chats\Chat.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 581, 0, 0, 0, 0, 0, 87, 76, 744
"c:\Ministerra\frontend\src\comp\bottomMenu\Chats\chatSetupLogic.js", "JavaScript", 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 117
"c:\Ministerra\frontend\src\comp\bottomMenu\Chats\quickActions.js", "JavaScript", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 45
"c:\Ministerra\frontend\src\comp\bottomMenu\Chats\useChat.js", "JavaScript", 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 30, 15, 209
"c:\Ministerra\frontend\src\comp\bottomMenu\Gallery\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 365, 0, 0, 0, 0, 0, 41, 45, 451
"c:\Ministerra\frontend\src\comp\bottomMenu\Gallery\updateGalleryArrays.js", "JavaScript", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 69
"c:\Ministerra\frontend\src\comp\bottomMenu\Menu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 11, 11, 78
"c:\Ministerra\frontend\src\comp\bottomMenu\Search.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 331, 0, 0, 0, 0, 0, 31, 30, 392
"c:\Ministerra\frontend\src\comp\contentStrips\AlertStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 243, 0, 0, 0, 0, 0, 23, 19, 285
"c:\Ministerra\frontend\src\comp\contentStrips\ChatStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 13, 13, 144
"c:\Ministerra\frontend\src\comp\contentStrips\EventStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 9, 14, 172
"c:\Ministerra\frontend\src\comp\contentStrips\MessageStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 16, 10, 160
"c:\Ministerra\frontend\src\comp\contentStrips\UserStrip.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0, 15, 15, 309
"c:\Ministerra\frontend\src\comp\content\ContentControls.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 6, 6, 59
